gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Hello,0.22760237753391266,0.8336358070373535,4.850687673751963e-07,0.3023657500743866,0.8009839653968811,-0.02202068828046322,0.3655667304992676,0.7362847328186035,-0.02969900704920292,0.41076382994651794,0.6713933944702148,-0.03751714155077934,0.44465726613998413,0.6162337064743042,-0.04448484629392624,0.33938562870025635,0.5957826375961304,0.0016828646184876561,0.37742727994918823,0.5094233751296997,-0.014417300932109356,0.3991319239139557,0.4560978412628174,-0.0318971611559391,0.41699784994125366,0.4093681573867798,-0.04396485537290573,0.30085664987564087,0.5723012685775757,-0.0009397025569342077,0.3342174291610718,0.4724285304546356,-0.011704370379447937,0.3565024137496948,0.4141457676887512,-0.02558043599128723,0.374821275472641,0.36644336581230164,-0.036020923405885696,0.2600521743297577,0.5668860077857971,-0.008618340827524662,0.2836797535419464,0.4715508222579956,-0.019977279007434845,0.3025578558444977,0.415553480386734,-0.028848953545093536,0.3205965459346771,0.3688267767429352,-0.0354204922914505,0.21584251523017883,0.5772237181663513,-0.019500259310007095,0.22534257173538208,0.4994633197784424,-0.029914159327745438,0.23335666954517365,0.44919300079345703,-0.03202039375901222,0.24294476211071014,0.40231406688690186,-0.032956406474113464
Hello,0.23330998420715332,0.8363347053527832,5.143579073774163e-07,0.3061951994895935,0.8078527450561523,-0.023287251591682434,0.36606287956237793,0.7499869465827942,-0.03475857898592949,0.41336357593536377,0.6934136152267456,-0.0462355837225914,0.45656391978263855,0.6477516293525696,-0.0574164092540741,0.34584692120552063,0.6084756851196289,-0.010961697436869144,0.3861300051212311,0.5211387872695923,-0.03226262331008911,0.41212236881256104,0.4693019688129425,-0.05121861398220062,0.43576353788375854,0.4258310794830322,-0.06404739618301392,0.3100985884666443,0.5841699242591858,-0.015374215319752693,0.345142126083374,0.484147846698761,-0.03162446618080139,0.37282511591911316,0.42427927255630493,-0.046966344118118286,0.39826053380966187,0.37642592191696167,-0.058210816234350204,0.27062395215034485,0.581619381904602,-0.024514250457286835,0.29230478405952454,0.484636127948761,-0.04096072539687157,0.31597861647605896,0.42628633975982666,-0.05287022516131401,0.3408641517162323,0.37852466106414795,-0.06133454665541649,0.22670477628707886,0.5959697961807251,-0.03651392087340355,0.23394934833049774,0.5174664258956909,-0.05281401798129082,0.24436995387077332,0.4647182822227478,-0.05968771129846573,0.25781485438346863,0.41643813252449036,-0.0636942908167839
Hello,0.23239277303218842,0.8467774391174316,4.7308753892139066e-07,0.3049020767211914,0.8154776096343994,-0.028310442343354225,0.365489661693573,0.7532440423965454,-0.04285044223070145,0.4107905924320221,0.6908549666404724,-0.05666903778910637,0.4496687948703766,0.6401177644729614,-0.0705772116780281,0.3472815155982971,0.6186333298683167,-0.02034423127770424,0.38384661078453064,0.5291242599487305,-0.04550563171505928,0.4042380154132843,0.47264793515205383,-0.06711817532777786,0.42205119132995605,0.42416536808013916,-0.08169900625944138,0.307204008102417,0.5946642160415649,-0.0238486398011446,0.3361942768096924,0.4884278178215027,-0.04290977492928505,0.3565483093261719,0.42480766773223877,-0.05973915755748749,0.3753046989440918,0.37204232811927795,-0.0720406323671341,0.26369228959083557,0.5943320989608765,-0.032043393701314926,0.2786390483379364,0.4953567087650299,-0.049825508147478104,0.2936744689941406,0.43403133749961853,-0.061641670763492584,0.31083279848098755,0.3818555176258087,-0.07036535441875458,0.21616441011428833,0.6129551529884338,-0.04350868612527847,0.21501415967941284,0.5358155965805054,-0.06051889434456825,0.21804337203502655,0.4835371971130371,-0.06685663014650345,0.2232811450958252,0.4344386160373688,-0.07052057981491089
Hello,0.2466505467891693,0.8468672633171082,4.885787348030135e-07,0.32110795378685,0.8222140073776245,-0.024891573935747147,0.3851892352104187,0.7670823335647583,-0.036909714341163635,0.43301311135292053,0.7124854326248169,-0.04895789921283722,0.47327443957328796,0.6655867695808411,-0.060898467898368835,0.3667769134044647,0.6253618001937866,-0.012042887508869171,0.40735235810279846,0.5395984053611755,-0.03454030305147171,0.4327645003795624,0.48882901668548584,-0.054552819579839706,0.4562843441963196,0.44661587476730347,-0.06811043620109558,0.33048516511917114,0.6001614332199097,-0.01624283380806446,0.366706520318985,0.5026819705963135,-0.033930420875549316,0.39470183849334717,0.44384485483169556,-0.0510052852332592,0.42049452662467957,0.39476871490478516,-0.06352587044239044,0.29020822048187256,0.5964231491088867,-0.025329338386654854,0.31299978494644165,0.5004324316978455,-0.04280015081167221,0.3352022171020508,0.44168537855148315,-0.05569521710276604,0.3585878014564514,0.39123061299324036,-0.06489386409521103,0.24578118324279785,0.6090313196182251,-0.037458889186382294,0.2514188885688782,0.5304758548736572,-0.0548812635242939,0.26021936535835266,0.47543346881866455,-0.06263045221567154,0.27167651057243347,0.4233247935771942,-0.06728116422891617
Hello,0.2454071193933487,0.854263961315155,3.48709335185049e-07,0.3091309070587158,0.8047035336494446,-0.031460098922252655,0.3579353392124176,0.7217942476272583,-0.047595471143722534,0.39054614305496216,0.6473459005355835,-0.06249094009399414,0.4159398674964905,0.5831869840621948,-0.07763903588056564,0.3087921440601349,0.583437979221344,-0.027739450335502625,0.3178277015686035,0.4839693605899811,-0.053398247808218,0.3195386826992035,0.4236906170845032,-0.07531091570854187,0.3195910155773163,0.3701474070549011,-0.09106408804655075,0.264491468667984,0.576051652431488,-0.030611379072070122,0.2634631097316742,0.46637576818466187,-0.051864489912986755,0.26256927847862244,0.40089309215545654,-0.07075195014476776,0.2610090672969818,0.3455487787723541,-0.0849633738398552,0.2230737805366516,0.5938560962677002,-0.03792618215084076,0.21052920818328857,0.49401235580444336,-0.05827430263161659,0.20267263054847717,0.4282407760620117,-0.07361573725938797,0.1964961588382721,0.3694226145744324,-0.0851060226559639,0.1833634078502655,0.6328626871109009,-0.048528801649808884,0.1596408486366272,0.5594720840454102,-0.06895700097084045,0.14283235371112823,0.5072086453437805,-0.07951821386814117,0.12784166634082794,0.4571110010147095,-0.08627632260322571
Hello,0.2622251510620117,0.8601449728012085,3.789493234762631e-07,0.3314553499221802,0.8257561326026917,-0.01882000081241131,0.38814473152160645,0.766735851764679,-0.028873898088932037,0.4323584735393524,0.7119137048721313,-0.03997677564620972,0.4643723964691162,0.6633616089820862,-0.051531799137592316,0.365487664937973,0.6263341307640076,-0.010689199902117252,0.4024921655654907,0.5382162928581238,-0.032267797738313675,0.4221891462802887,0.4843110740184784,-0.051344189792871475,0.4380599856376648,0.44226789474487305,-0.06406363844871521,0.32997652888298035,0.6037237048149109,-0.017774222418665886,0.35999101400375366,0.4966490864753723,-0.03530045598745346,0.38035622239112854,0.43413281440734863,-0.05164314806461334,0.3980964422225952,0.3866492509841919,-0.06326956301927567,0.29178279638290405,0.6037400364875793,-0.028754182159900665,0.3069031238555908,0.4990503787994385,-0.045553699135780334,0.32408633828163147,0.43819287419319153,-0.05773117393255234,0.34210628271102905,0.39033037424087524,-0.0665987953543663,0.24853813648223877,0.6233572959899902,-0.04199898988008499,0.2452157735824585,0.5413509011268616,-0.05859241262078285,0.2490479052066803,0.48580503463745117,-0.06549245864152908,0.25575700402259827,0.43736737966537476,-0.06943516433238983
Hello,0.2563015818595886,0.8527870774269104,4.805700655197143e-07,0.31828969717025757,0.7911701202392578,-0.03117627091705799,0.3587435185909271,0.6989036202430725,-0.04666596278548241,0.38167688250541687,0.6160139441490173,-0.060471344739198685,0.40276071429252625,0.5458520650863647,-0.0745898112654686,0.297397255897522,0.5795623660087585,-0.03290069103240967,0.30157196521759033,0.46658021211624146,-0.05800992250442505,0.30228981375694275,0.3977207541465759,-0.07699748128652573,0.30123746395111084,0.33853697776794434,-0.09058494120836258,0.24979910254478455,0.5798652172088623,-0.03702091798186302,0.23880718648433685,0.45671969652175903,-0.058911144733428955,0.23183579742908478,0.3790687918663025,-0.07708315551280975,0.22428840398788452,0.31505879759788513,-0.09045881032943726,0.20791734755039215,0.6052432060241699,-0.045129574835300446,0.18894952535629272,0.494564950466156,-0.06731600314378738,0.17752212285995483,0.4205380082130432,-0.08415339142084122,0.16923782229423523,0.35440704226493835,-0.09608552604913712,0.16967758536338806,0.6514612436294556,-0.05610651895403862,0.13724862039089203,0.5766702890396118,-0.07949294149875641,0.11564302444458008,0.5242198705673218,-0.09163814038038254,0.09802274405956268,0.47274118661880493,-0.0990036278963089
Hello,0.25600963830947876,0.862727165222168,3.825841190518986e-07,0.3255765438079834,0.8147574663162231,-0.029202215373516083,0.3776795566082001,0.7390483021736145,-0.045869968831539154,0.4157475233078003,0.6693310737609863,-0.062225114554166794,0.4488922357559204,0.6130976676940918,-0.07877230644226074,0.33718007802963257,0.5991665720939636,-0.023015253245830536,0.35317736864089966,0.49825090169906616,-0.0485943965613842,0.35853832960128784,0.43557634949684143,-0.07102330029010773,0.3628062903881073,0.3814064562320709,-0.0869988426566124,0.2944093346595764,0.5865280628204346,-0.02711879275739193,0.2999682128429413,0.47507619857788086,-0.04728914052248001,0.3031269907951355,0.4074801802635193,-0.06640522927045822,0.3059002161026001,0.34979772567749023,-0.08074899762868881,0.2526530921459198,0.5989410877227783,-0.0356258898973465,0.24736320972442627,0.4976962208747864,-0.054414767771959305,0.24526716768741608,0.43442320823669434,-0.06862451136112213,0.245785191655159,0.37874799966812134,-0.07932543009519577,0.2109113186597824,0.6322354078292847,-0.04747788608074188,0.188626229763031,0.5595535039901733,-0.06604902446269989,0.1742846518754959,0.5094912648200989,-0.07456973195075989,0.16278323531150818,0.46156826615333557,-0.07984625548124313
Hello,0.2681962847709656,0.8612471222877502,2.727753383169329e-07,0.33654382824897766,0.8237192034721375,-0.019143497571349144,0.39475148916244507,0.7598601579666138,-0.030406778678297997,0.4348994195461273,0.7027598023414612,-0.04308924451470375,0.4666397273540497,0.6548295617103577,-0.05596451461315155,0.3678227961063385,0.6109276413917542,-0.008298610337078571,0.39022067189216614,0.515379011631012,-0.02950718067586422,0.40165606141090393,0.45911985635757446,-0.04908466339111328,0.41105884313583374,0.4148610830307007,-0.0627572238445282,0.3309897780418396,0.595665454864502,-0.015550042502582073,0.34718063473701477,0.4922882914543152,-0.03295835107564926,0.3585192859172821,0.4331139922142029,-0.05031261220574379,0.36845165491104126,0.3861934542655945,-0.06322751194238663,0.29207560420036316,0.6007645130157471,-0.026936465874314308,0.297105997800827,0.5021747946739197,-0.04340768977999687,0.30404505133628845,0.4435384273529053,-0.05625418946146965,0.312531977891922,0.39539170265197754,-0.0661514475941658,0.24921023845672607,0.6250291466712952,-0.04081560671329498,0.23914463818073273,0.5498018264770508,-0.05684756115078926,0.23473528027534485,0.4986070394515991,-0.06428401917219162,0.23200932145118713,0.4523554742336273,-0.06910893321037292
Hello,0.27585533261299133,0.8612257838249207,2.9844960636182805e-07,0.34755298495292664,0.8258121013641357,-0.019385965541005135,0.40393921732902527,0.7612233757972717,-0.030679777264595032,0.4404768645763397,0.6989311575889587,-0.04327007755637169,0.47423017024993896,0.6511593461036682,-0.05597614869475365,0.37971046566963196,0.6132758259773254,-0.00790585856884718,0.40264394879341125,0.5174251198768616,-0.029714064672589302,0.4144246280193329,0.4586446285247803,-0.049722034484148026,0.4243772625923157,0.41199561953544617,-0.06373212486505508,0.3415902554988861,0.5965083241462708,-0.014776126481592655,0.3579542338848114,0.4917227029800415,-0.032427188009023666,0.369998574256897,0.4326660633087158,-0.04983694478869438,0.38194572925567627,0.3861776292324066,-0.06248946860432625,0.30230602622032166,0.6009305119514465,-0.02561230957508087,0.30825284123420715,0.5018794536590576,-0.0426078736782074,0.3165600895881653,0.4452926516532898,-0.05344529077410698,0.3278105556964874,0.3991820216178894,-0.06129442900419235,0.2594243288040161,0.6251361966133118,-0.039065830409526825,0.24891141057014465,0.5474300980567932,-0.05485117435455322,0.2468031495809555,0.4963640570640564,-0.06015869975090027,0.2486269474029541,0.44963812828063965,-0.06301724165678024
